Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2019-02-08,16107884459309.53,5849822702988.05,21957707162297.58,1,2019,2,2019,1,02,08
2019-02-07,16107965218290.06,5847096706640.66,21955061924930.72,1,2019,2,2019,1,02,07
2019-02-06,16113385065287.29,5844175887814.16,21957560953101.45,1,2019,2,2019,1,02,06
2019-02-05,16113411511507.07,5843884218691.76,21957295730198.83,1,2019,2,2019,1,02,05
2019-02-04,16098401938654.84,5835089227949.93,21933491166604.77,1,2019,2,2019,1,02,04
2019-02-01,16099195761574.90,5822434573331.30,21921630334906.20,1,2019,2,2019,1,02,01
2019-01-31,16101226791887.87,5881196244587.36,21982423036475.23,1,2019,2,2019,1,01,31
2019-01-30,16093081796786.13,5875076031134.00,21968157827920.13,1,2019,2,2019,1,01,30
2019-01-29,16093235292273.68,5880095709149.02,21973331001422.70,1,2019,2,2019,1,01,29
2019-01-28,16083264131960.29,5871810659118.24,21955074791078.53,1,2019,2,2019,1,01,28
2019-01-25,16084126356100.47,5866123557308.03,21950249913408.50,1,2019,2,2019,1,01,25
2019-01-24,16084129360530.97,5857129520571.72,21941258881102.69,1,2019,2,2019,1,01,24
2019-01-23,16093085371606.53,5854710494886.25,21947795866492.78,1,2019,2,2019,1,01,23
2019-01-22,16093082683296.82,5860077426781.43,21953160110078.25,1,2019,2,2019,1,01,22
2019-01-18,16094081724231.95,5860817035053.41,21954898759285.36,1,2019,2,2019,1,01,18
2019-01-17,16094254762729.43,5860517043390.98,21954771806120.41,1,2019,2,2019,1,01,17
2019-01-16,16109322798991.54,5851088485956.61,21960411284948.15,1,2019,2,2019,1,01,16
2019-01-15,16108759021618.66,5861210551399.41,21969969573018.07,1,2019,2,2019,1,01,15
2019-01-14,16074286709142.08,5845707064414.69,21919993773556.77,1,2019,2,2019,1,01,14
2019-01-11,16074862934938.64,5842296376035.94,21917159310974.58,1,2019,2,2019,1,01,11
2019-01-10,16075112310239.88,5842491571048.46,21917603881288.34,1,2019,2,2019,1,01,10
2019-01-09,16090155376452.81,5840039205933.33,21930194582386.14,1,2019,2,2019,1,01,09
2019-01-08,16089594108500.79,5851842771192.90,21941436879693.69,1,2019,2,2019,1,01,08
2019-01-07,16089278704356.53,5846199780170.58,21935478484527.11,1,2019,2,2019,1,01,07
2019-01-04,16089616354639.65,5842349844734.29,21931966199373.94,1,2019,2,2019,1,01,04
2019-01-03,16089741562651.94,5839516484001.64,21929258046653.58,1,2019,2,2019,1,01,03
2019-01-02,16099394138446.57,5844503368683.11,21943897507129.68,1,2019,2,2019,1,01,02
2018-12-31,16101666500481.68,5872429205308.87,21974095705790.55,1,2019,1,2018,4,12,31
2018-12-28,16068571327075.85,5798751311258.60,21867322638334.45,1,2019,1,2018,4,12,28
2018-12-27,16050098173366.26,5795230981045.75,21845329154412.01,1,2019,1,2018,4,12,27
2018-12-26,16064377386179.82,5796938606292.18,21861315992472.00,1,2019,1,2018,4,12,26
2018-12-24,16069486830335.69,5793054001259.10,21862540831594.79,1,2019,1,2018,4,12,24
2018-12-21,16068448569055.12,5800495162521.55,21868943731576.67,1,2019,1,2018,4,12,21
2018-12-20,16068046410932.01,5795588765792.11,21863635176724.12,1,2019,1,2018,4,12,20
2018-12-19,16082361051525.41,5790833371639.04,21873194423164.45,1,2019,1,2018,4,12,19
2018-12-18,16082126126498.86,5803375363986.93,21885501490485.79,1,2019,1,2018,4,12,18
2018-12-17,16086439155714.33,5790235797428.34,21876674953142.67,1,2019,1,2018,4,12,17
2018-12-14,16033761180548.83,5787175780927.83,21820936961476.66,1,2019,1,2018,4,12,14
2018-12-13,16033637518538.32,5789456992167.26,21823094510705.58,1,2019,1,2018,4,12,13
2018-12-12,16048945841724.76,5787710128983.28,21836655970708.04,1,2019,1,2018,4,12,12
2018-12-11,16048689240641.00,5801055323217.24,21849744563858.24,1,2019,1,2018,4,12,11
2018-12-10,16053118004057.20,5801178168483.74,21854296172540.94,1,2019,1,2018,4,12,10
2018-12-07,16053049927837.61,5797794919626.97,21850844847464.58,1,2019,1,2018,4,12,07
2018-12-06,16052954961410.62,5798564454065.13,21851519415475.75,1,2019,1,2018,4,12,06
2018-12-05,16041798103871.49,5797248111803.07,21839046215674.56,1,2019,1,2018,4,12,05
2018-12-04,16041645512514.40,5795041724457.65,21836687236972.05,1,2019,1,2018,4,12,04
2018-12-03,16041954578605.09,5782142773704.89,21824097352309.98,1,2019,1,2018,4,12,03
2018-11-30,16044318195178.80,5805775685497.00,21850093880675.80,1,2019,1,2018,4,11,30
2018-11-29,15985401821876.93,5832701989813.54,21818103811690.47,1,2019,1,2018,4,11,29
2018-11-28,15968009430662.41,5833914693914.43,21801924124576.84,1,2019,1,2018,4,11,28
2018-11-27,15968149960060.86,5848225629096.67,21816375589157.53,1,2019,1,2018,4,11,27
2018-11-26,15968041750406.23,5843354410215.70,21811396160621.93,1,2019,1,2018,4,11,26
2018-11-23,15966784379234.49,5836055343625.13,21802839722859.62,1,2019,1,2018,4,11,23
2018-11-21,15941660193707.84,5827603723136.25,21769263916844.09,1,2019,1,2018,4,11,21
2018-11-20,15941577361994.05,5841124885868.07,21782702247862.12,1,2019,1,2018,4,11,20
2018-11-19,15940718638259.48,5831435516796.72,21772154155056.20,1,2019,1,2018,4,11,19
2018-11-16,15941836964145.20,5824524700623.49,21766361664768.69,1,2019,1,2018,4,11,16
2018-11-15,15941677510341.56,5822138257458.65,21763815767800.21,1,2019,1,2018,4,11,15
2018-11-14,15901856845481.50,5823856418198.49,21725713263679.99,1,2019,1,2018,4,11,14
2018-11-13,15901577706655.06,5832624123280.60,21734201829935.66,1,2019,1,2018,4,11,13
2018-11-09,15901215846182.69,5831353804748.50,21732569650931.19,1,2019,1,2018,4,11,09
2018-11-08,15901257129970.64,5832168097757.82,21733425227728.46,1,2019,1,2018,4,11,08
2018-11-07,15864851666065.46,5825589031691.27,21690440697756.73,1,2019,1,2018,4,11,07
2018-11-06,15865072274285.08,5826173214723.53,21691245489008.61,1,2019,1,2018,4,11,06
2018-11-05,15864379390552.80,5817996327620.45,21682375718173.25,1,2019,1,2018,4,11,05
2018-11-02,15864355924377.35,5812252839433.31,21676608763810.66,1,2019,1,2018,4,11,02
2018-11-01,15863691547151.99,5820280105439.45,21683971652591.44,1,2019,1,2018,4,11,01
2018-10-31,15843329310589.99,5859040457584.48,21702369768174.47,1,2019,1,2018,4,10,31
2018-10-30,15846671798134.71,5853309587843.46,21699981385978.17,1,2019,1,2018,4,10,30
2018-10-29,15846152253420.64,5851350468661.91,21697502722082.55,1,2019,1,2018,4,10,29
2018-10-26,15845407035413.31,5849499890835.88,21694906926249.19,1,2019,1,2018,4,10,26
2018-10-25,15845223164100.09,5850526930991.36,21695750095091.45,1,2019,1,2018,4,10,25
2018-10-24,15826071390358.14,5844990899654.66,21671062290012.80,1,2019,1,2018,4,10,24
2018-10-23,15825728864647.49,5856717723223.24,21682446587870.73,1,2019,1,2018,4,10,23
2018-10-22,15824963456613.58,5849720257012.41,21674683713625.99,1,2019,1,2018,4,10,22
2018-10-19,15825176112961.61,5846300361587.61,21671476474549.22,1,2019,1,2018,4,10,19
2018-10-18,15825099760429.78,5847353829808.34,21672453590238.12,1,2019,1,2018,4,10,18
2018-10-17,15809608630056.09,5844184431594.71,21653793061650.80,1,2019,1,2018,4,10,17
2018-10-16,15808169762613.25,5853547559836.20,21661717322449.45,1,2019,1,2018,4,10,16
2018-10-15,15808042797177.88,5846107612308.51,21654150409486.39,1,2019,1,2018,4,10,15
2018-10-12,15758680611978.07,5839260692904.07,21597941304882.14,1,2019,1,2018,4,10,12
2018-10-11,15758217686596.07,5831795748131.32,21590013434727.39,1,2019,1,2018,4,10,11
2018-10-10,15757049312093.23,5837389007208.42,21594438319301.65,1,2019,1,2018,4,10,10
2018-10-09,15756516575709.51,5845769340568.87,21602285916278.38,1,2019,1,2018,4,10,09
2018-10-05,15756716707940.54,5842576353846.43,21599293061786.97,1,2019,1,2018,4,10,05
2018-10-04,15757097388254.30,5842279956828.06,21599377345082.36,1,2019,1,2018,4,10,04
2018-10-03,15771616169602.68,5833747244866.48,21605363414469.16,1,2019,1,2018,4,10,03
2018-10-02,15771880350593.91,5846931706556.80,21618812057150.71,1,2019,1,2018,4,10,02
2018-10-01,15771323483176.73,5835624900369.55,21606948383546.28,1,2019,1,2018,4,10,01
2018-09-28,15761154524132.45,5754903659047.78,21516058183180.23,1,2018,4,2018,3,09,28
2018-09-27,15732905321143.44,5698981813553.02,21431887134696.46,1,2018,4,2018,3,09,27
2018-09-26,15761091412843.05,5709968280566.15,21471059693409.20,1,2018,4,2018,3,09,26
2018-09-25,15761483505663.41,5721291402230.08,21482774907893.49,1,2018,4,2018,3,09,25
2018-09-24,15761155977944.00,5714363456529.53,21475519434473.53,1,2018,4,2018,3,09,24
2018-09-21,15761069405045.17,5705666771089.29,21466736176134.46,1,2018,4,2018,3,09,21
2018-09-20,15760417329521.12,5707051193365.25,21467468522886.37,1,2018,4,2018,3,09,20
2018-09-19,15793043986475.03,5701254995402.31,21494298981877.34,1,2018,4,2018,3,09,19
2018-09-18,15793118193325.11,5706053419004.12,21499171612329.23,1,2018,4,2018,3,09,18
2018-09-17,15791990035112.85,5698895661181.29,21490885696294.14,1,2018,4,2018,3,09,17
2018-09-14,15743000280989.59,5689243234570.09,21432243515559.68,1,2018,4,2018,3,09,14
2018-09-13,15743158194716.41,5689384057393.04,21432542252109.45,1,2018,4,2018,3,09,13
2018-09-12,15764643670319.71,5686133968197.90,21450777638517.61,1,2018,4,2018,3,09,12
2018-09-11,15765919908647.53,5700320315117.45,21466240223764.98,1,2018,4,2018,3,09,11
2018-09-10,15766124319572.62,5693666077734.05,21459790397306.67,1,2018,4,2018,3,09,10
2018-09-07,15766469303541.80,5690013804721.04,21456483108262.84,1,2018,4,2018,3,09,07
2018-09-06,15766687580863.66,5687902301488.44,21454589882352.10,1,2018,4,2018,3,09,06
2018-09-05,15784640443924.65,5686428122939.52,21471068566864.17,1,2018,4,2018,3,09,05
2018-09-04,15784224420723.73,5671125323563.57,21455349744287.30,1,2018,4,2018,3,09,04
2018-08-31,15785389142392.19,5673460531712.84,21458849674105.03,1,2018,4,2018,3,08,31
2018-08-30,15733949377988.37,5708518277125.94,21442467655114.31,1,2018,4,2018,3,08,30
2018-08-29,15729402444459.44,5710016523862.04,21439418968321.48,1,2018,4,2018,3,08,29
2018-08-28,15729416547573.57,5712361507279.67,21441778054853.24,1,2018,4,2018,3,08,28
2018-08-27,15728682728474.30,5705827067279.00,21434509795753.30,1,2018,4,2018,3,08,27
2018-08-24,15728711190338.12,5699204695745.74,21427915886083.86,1,2018,4,2018,3,08,24
2018-08-23,15729790225795.17,5698174465587.02,21427964691382.19,1,2018,4,2018,3,08,23
2018-08-22,15710916490774.11,5695852638495.16,21406769129269.27,1,2018,4,2018,3,08,22
2018-08-21,15709668196755.19,5709821505658.07,21419489702413.26,1,2018,4,2018,3,08,21
2018-08-20,15709290599127.17,5704306134188.17,21413596733315.34,1,2018,4,2018,3,08,20
2018-08-17,15709394160830.51,5701987835087.16,21411381995917.67,1,2018,4,2018,3,08,17
2018-08-16,15709902523901.14,5697296400427.32,21407198924328.46,1,2018,4,2018,3,08,16
2018-08-15,15673102568890.70,5699233293827.56,21372335862718.26,1,2018,4,2018,3,08,15
2018-08-14,15647844389253.73,5703725766420.23,21351570155673.96,1,2018,4,2018,3,08,14
2018-08-13,15647722916074.19,5697369600637.42,21345092516711.61,1,2018,4,2018,3,08,13
2018-08-10,15645938133938.85,5694367726774.41,21340305860713.26,1,2018,4,2018,3,08,10
2018-08-09,15645895970967.24,5696284467083.12,21342180438050.36,1,2018,4,2018,3,08,09
2018-08-08,15604133297699.72,5694478354400.05,21298611652099.77,1,2018,4,2018,3,08,08
2018-08-07,15603813170007.85,5706122717053.15,21309935887061.00,1,2018,4,2018,3,08,07
2018-08-06,15603767379478.33,5701628977652.89,21305396357131.22,1,2018,4,2018,3,08,06
2018-08-03,15603529858901.33,5696355162538.84,21299885021440.17,1,2018,4,2018,3,08,03
2018-08-02,15603785459719.54,5709496021253.16,21313281480972.70,1,2018,4,2018,3,08,02
2018-08-01,15566616303580.77,5698227391541.11,21264843695121.88,1,2018,4,2018,3,08,01
2018-07-31,15569493125391.06,5743567934811.30,21313061060202.36,1,2018,4,2018,3,07,31
2018-07-30,15566249059692.69,5733087840947.30,21299336900639.99,1,2018,4,2018,3,07,30
2018-07-27,15565835238260.36,5732694519900.03,21298529758160.39,1,2018,4,2018,3,07,27
2018-07-26,15565709540458.06,5732915973388.41,21298625513846.47,1,2018,4,2018,3,07,26
2018-07-25,15538268632355.25,5727196452922.87,21265465085278.12,1,2018,4,2018,3,07,25
2018-07-24,15536640027940.81,5734607772599.20,21271247800540.01,1,2018,4,2018,3,07,24
2018-07-23,15536461354753.53,5727346589639.24,21263807944392.77,1,2018,4,2018,3,07,23
2018-07-20,15535879115989.86,5724772734127.89,21260651850117.75,1,2018,4,2018,3,07,20
2018-07-19,15535663966290.66,5724334431804.26,21259998398094.92,1,2018,4,2018,3,07,19
2018-07-18,15512748584872.01,5728115197216.94,21240863782088.95,1,2018,4,2018,3,07,18
2018-07-17,15512500347731.11,5742914138752.30,21255414486483.41,1,2018,4,2018,3,07,17
2018-07-16,15512046919636.02,5731325924435.80,21243372844071.82,1,2018,4,2018,3,07,16
2018-07-13,15484166924361.90,5726582785623.48,21210749709985.38,1,2018,4,2018,3,07,13
2018-07-12,15483825394034.71,5727347778794.19,21211173172828.90,1,2018,4,2018,3,07,12
2018-07-11,15482229910418.34,5725570990542.90,21207800900961.24,1,2018,4,2018,3,07,11
2018-07-10,15481784545311.01,5734616605326.28,21216401150637.29,1,2018,4,2018,3,07,10
2018-07-09,15481266285833.27,5726852128390.25,21208118414223.52,1,2018,4,2018,3,07,09
2018-07-06,15480348690775.16,5725610554832.78,21205959245607.94,1,2018,4,2018,3,07,06
2018-07-05,15480335133615.97,5722437764873.09,21202772898489.06,1,2018,4,2018,3,07,05
2018-07-03,15479809288773.33,5721136903063.24,21200946191836.57,1,2018,4,2018,3,07,03
2018-07-02,15478025973800.28,5728243860182.99,21206269833983.27,1,2018,4,2018,3,07,02
2018-06-29,15466564313316.59,5728505322006.22,21195069635322.81,1,2018,3,2018,2,06,29
2018-06-28,15445344838811.38,5683654980609.91,21128999819421.29,1,2018,3,2018,2,06,28
2018-06-27,15449872082325.55,5682594916023.15,21132466998348.70,1,2018,3,2018,2,06,27
2018-06-26,15450003820829.99,5699675666649.04,21149679487479.03,1,2018,3,2018,2,06,26
2018-06-25,15449788829355.28,5690264848112.51,21140053677467.79,1,2018,3,2018,2,06,25
2018-06-22,15449506168261.43,5681094715584.76,21130600883846.19,1,2018,3,2018,2,06,22
2018-06-21,15450298737509.93,5680505325344.89,21130804062854.82,1,2018,3,2018,2,06,21
2018-06-20,15453996649404.43,5680214074001.41,21134210723405.84,1,2018,3,2018,2,06,20
2018-06-19,15453853338440.76,5691922910374.59,21145776248815.35,1,2018,3,2018,2,06,19
2018-06-18,15453290390614.64,5678261774507.02,21131552165121.66,1,2018,3,2018,2,06,18
2018-06-15,15452782944214.64,5671077059562.36,21123860003777.00,1,2018,3,2018,2,06,15
2018-06-14,15411279777643.93,5669520691418.60,21080800469062.53,1,2018,3,2018,2,06,14
2018-06-13,15420891746855.51,5665904981208.19,21086796728063.70,1,2018,3,2018,2,06,13
2018-06-12,15420381069951.78,5679108858740.45,21099489928692.23,1,2018,3,2018,2,06,12
2018-06-11,15420109283609.04,5672830188653.26,21092939472262.30,1,2018,3,2018,2,06,11
2018-06-08,15419575371855.33,5669544814167.62,21089120186022.95,1,2018,3,2018,2,06,08
2018-06-07,15419090263839.35,5681014484078.07,21100104747917.42,1,2018,3,2018,2,06,07
2018-06-06,15425885426743.22,5676467447251.19,21102352873994.41,1,2018,3,2018,2,06,06
2018-06-05,15425827743823.57,5675531809567.35,21101359553390.92,1,2018,3,2018,2,06,05
2018-06-04,15425286518774.78,5665501666265.12,21090788185039.90,1,2018,3,2018,2,06,04
2018-06-01,15424755242677.00,5658346598413.82,21083101841090.82,1,2018,3,2018,2,06,01
2018-05-31,15426913434471.75,5718301751254.52,21145215185726.27,1,2018,3,2018,2,05,31
2018-05-30,15398772154071.18,5706944532937.24,21105716687008.42,1,2018,3,2018,2,05,30
2018-05-29,15398397888265.23,5704683341889.39,21103081230154.62,1,2018,3,2018,2,05,29
2018-05-25,15397587847773.78,5702559649133.35,21100147496907.13,1,2018,3,2018,2,05,25
2018-05-24,15381628979338.11,5704894125365.33,21086523104703.44,1,2018,3,2018,2,05,24
2018-05-23,15372610113506.17,5710350800710.97,21082960914217.14,1,2018,3,2018,2,05,23
2018-05-22,15372575574992.69,5722070807043.84,21094646382036.53,1,2018,3,2018,2,05,22
2018-05-21,15372445671093.83,5713499061614.02,21085944732707.85,1,2018,3,2018,2,05,21
2018-05-18,15372216324852.68,5708441246763.17,21080657571615.85,1,2018,3,2018,2,05,18
2018-05-17,15372037003890.66,5708874537411.15,21080911541301.81,1,2018,3,2018,2,05,17
2018-05-16,15365901408525.02,5708072119140.02,21073973527665.04,1,2018,3,2018,2,05,16
2018-05-15,15365492662887.04,5720270601621.96,21085763264509.00,1,2018,3,2018,2,05,15
2018-05-14,15341597388589.64,5712735962991.53,21054333351581.17,1,2018,3,2018,2,05,14
2018-05-11,15340882566316.37,5709757145907.76,21050639712224.13,1,2018,3,2018,2,05,11
2018-05-10,15340545306320.27,5710277287581.36,21050822593901.63,1,2018,3,2018,2,05,10
2018-05-09,15333538439277.22,5707470173475.17,21041008612752.39,1,2018,3,2018,2,05,09
2018-05-08,15333103857455.40,5721661636984.33,21054765494439.73,1,2018,3,2018,2,05,08
2018-05-07,15332140579833.99,5712026059742.74,21044166639576.73,1,2018,3,2018,2,05,07
2018-05-04,15331483065177.68,5706479844144.66,21037962909322.34,1,2018,3,2018,2,05,04
2018-05-03,15331188299570.49,5702519425215.78,21033707724786.27,1,2018,3,2018,2,05,03
2018-05-02,15333904680989.11,5711424354482.74,21045329035471.85,1,2018,3,2018,2,05,02
2018-05-01,15333841267986.47,5696788712069.50,21030629980055.97,1,2018,3,2018,2,05,01
2018-04-30,15335128360141.59,5733071837291.80,21068200197433.39,1,2018,3,2018,2,04,30
2018-04-27,15335311552244.69,5718050545505.46,21053362097750.15,1,2018,3,2018,2,04,27
2018-04-26,15335203460011.52,5720294834415.38,21055498294426.90,1,2018,3,2018,2,04,26
2018-04-25,15343166694572.03,5716433407724.69,21059600102296.72,1,2018,3,2018,2,04,25
2018-04-24,15341956513722.33,5720437493776.82,21062394007499.15,1,2018,3,2018,2,04,24
2018-04-23,15341604906024.08,5701712833866.53,21043317739890.61,1,2018,3,2018,2,04,23
2018-04-20,15341934608555.27,5696754480733.25,21038689089288.52,1,2018,3,2018,2,04,20
2018-04-19,15341717338928.25,5693773160133.77,21035490499062.02,1,2018,3,2018,2,04,19
2018-04-18,15383525794902.60,5696299827559.11,21079825622461.71,1,2018,3,2018,2,04,18
2018-04-17,15382829721962.65,5695471529022.77,21078301250985.42,1,2018,3,2018,2,04,17
2018-04-16,15382519365712.58,5688447055185.07,21070966420897.65,1,2018,3,2018,2,04,16
2018-04-13,15396372854511.25,5667057298759.77,21063430153271.02,1,2018,3,2018,2,04,13
2018-04-12,15396109712391.53,5666372635184.52,21062482347576.05,1,2018,3,2018,2,04,12
2018-04-11,15457761371722.06,5664072569725.80,21121833941447.86,1,2018,3,2018,2,04,11
2018-04-10,15457815316605.78,5676976268439.97,21134791585045.75,1,2018,3,2018,2,04,10
2018-04-09,15457541524162.47,5669433935050.19,21126975459212.66,1,2018,3,2018,2,04,09
2018-04-06,15456890388302.00,5663438099980.31,21120328488282.31,1,2018,3,2018,2,04,06
2018-04-05,15456579589403.90,5663936625228.62,21120516214632.52,1,2018,3,2018,2,04,05
2018-04-04,15458648483778.93,5659533194871.74,21118181678650.67,1,2018,3,2018,2,04,04
2018-04-03,15458246704805.32,5658789858569.16,21117036563374.48,1,2018,3,2018,2,04,03
2018-04-02,15457245026801.38,5662183140332.94,21119428167134.32,1,2018,3,2018,2,04,02
2018-03-30,15428010045518.83,5661632908677.02,21089642954195.85,1,2018,2,2018,1,03,30
2018-03-29,15428254601550.10,5685321954286.35,21113576555836.45,1,2018,2,2018,1,03,29
2018-03-28,15391333188300.65,5679790793491.70,21071123981792.35,1,2018,2,2018,1,03,28
2018-03-27,15390843839115.40,5694165118957.03,21085008958072.43,1,2018,2,2018,1,03,27
2018-03-26,15390217086112.81,5687787209119.18,21078004295231.99,1,2018,2,2018,1,03,26
2018-03-23,15389677444847.01,5679233718867.99,21068911163715.00,1,2018,2,2018,1,03,23
2018-03-22,15389237897601.57,5675917956367.31,21065155853968.88,1,2018,2,2018,1,03,22
2018-03-21,15359114729978.59,5673570403194.64,21032685133173.23,1,2018,2,2018,1,03,21
2018-03-20,15358774462932.23,5691634549786.49,21050409012718.72,1,2018,2,2018,1,03,20
2018-03-19,15358184981435.08,5686238385395.58,21044423366830.66,1,2018,2,2018,1,03,19
2018-03-16,15357470261453.12,5676639132641.65,21034109394094.77,1,2018,2,2018,1,03,16
2018-03-15,15356367776113.95,5674699228652.30,21031067004766.25,1,2018,2,2018,1,03,15
2018-03-14,15285211732275.09,5673019203914.54,20958230936189.63,1,2018,2,2018,1,03,14
